"COUNTRY","Country","POLLUTANT","Pollutant","ACTIVITY","Activity ","MEASURE","Measure","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHE","Switzerland","N2O","Nitrous oxide","J59-J60","Motion picture, video, television programme production; programming and broadcasting activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"AUT","Austria","CO2","Carbon dioxide","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5223,,
"AUT","Austria","CH4","Methane","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"AUT","Austria","N2O","Nitrous oxide","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"BEL","Belgium","CO2","Carbon dioxide","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,36437,,
"BEL","Belgium","CH4","Methane","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"BEL","Belgium","N2O","Nitrous oxide","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CZE","Czech Republic","CO2","Carbon dioxide","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,24903,,
"CZE","Czech Republic","CH4","Methane","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CZE","Czech Republic","N2O","Nitrous oxide","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CHE","Switzerland","CO2","Carbon dioxide","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,39103,,
"CHE","Switzerland","CH4","Methane","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"CHE","Switzerland","N2O","Nitrous oxide","J61","Telecommunications","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","CO2","Carbon dioxide","J62-J63","Computer programming, consultancy, and information service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,32360,,
"AUT","Austria","CH4","Methane","J62-J63","Computer programming, consultancy, and information service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","N2O","Nitrous oxide","J62-J63","Computer programming, consultancy, and information service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"BEL","Belgium","CO2","Carbon dioxide","J62-J63","Computer programming, consultancy, and information service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,122835,,
"BEL","Belgium","CH4","Methane","J62-J63","Computer programming, consultancy, and information service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"BEL","Belgium","N2O","Nitrous oxide","J62-J63","Computer programming, consultancy, and information service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"CZE","Czech Republic","CO2","Carbon dioxide","J62-J63","Computer programming, consultancy, and information service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,349133,,
"CZE","Czech Republic","CH4","Methane","J62-J63","Computer programming, consultancy, and information service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,27,,
"CZE","Czech Republic","N2O","Nitrous oxide","J62-J63","Computer programming, consultancy, and information service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,16,,
"CHE","Switzerland","CO2","Carbon dioxide","J62-J63","Computer programming, consultancy, and information service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,69091,,
"CHE","Switzerland","CH4","Methane","J62-J63","Computer programming, consultancy, and information service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,10,,
"CHE","Switzerland","N2O","Nitrous oxide","J62-J63","Computer programming, consultancy, and information service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"AUT","Austria","CO2","Carbon dioxide","K","Financial and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,24654,,
"AUT","Austria","CH4","Methane","K","Financial and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"AUT","Austria","N2O","Nitrous oxide","K","Financial and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"BEL","Belgium","CO2","Carbon dioxide","K","Financial and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,292216,,
"BEL","Belgium","CH4","Methane","K","Financial and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,12,,
"BEL","Belgium","N2O","Nitrous oxide","K","Financial and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7,,
"CZE","Czech Republic","CO2","Carbon dioxide","K","Financial and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,47978,,
"CZE","Czech Republic","CH4","Methane","K","Financial and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4,,
"CZE","Czech Republic","N2O","Nitrous oxide","K","Financial and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CHE","Switzerland","CO2","Carbon dioxide","K","Financial and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,241103,,
"CHE","Switzerland","CH4","Methane","K","Financial and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,32,,
"CHE","Switzerland","N2O","Nitrous oxide","K","Financial and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6,,
"AUT","Austria","CO2","Carbon dioxide","K64","Financial service activities, except insurance and pension funding","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,12101,,
"AUT","Austria","CH4","Methane","K64","Financial service activities, except insurance and pension funding","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","N2O","Nitrous oxide","K64","Financial service activities, except insurance and pension funding","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"BEL","Belgium","CO2","Carbon dioxide","K64","Financial service activities, except insurance and pension funding","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,187309,,
"BEL","Belgium","CH4","Methane","K64","Financial service activities, except insurance and pension funding","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7,,
"BEL","Belgium","N2O","Nitrous oxide","K64","Financial service activities, except insurance and pension funding","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"CZE","Czech Republic","CO2","Carbon dioxide","K64","Financial service activities, except insurance and pension funding","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,34976,,
"CZE","Czech Republic","CH4","Methane","K64","Financial service activities, except insurance and pension funding","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"CZE","Czech Republic","N2O","Nitrous oxide","K64","Financial service activities, except insurance and pension funding","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CHE","Switzerland","CO2","Carbon dioxide","K64","Financial service activities, except insurance and pension funding","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,161150,,
"CHE","Switzerland","CH4","Methane","K64","Financial service activities, except insurance and pension funding","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,21,,
"CHE","Switzerland","N2O","Nitrous oxide","K64","Financial service activities, except insurance and pension funding","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4,,
"AUT","Austria","CO2","Carbon dioxide","K65","Insurance, reinsurance and pension funding, except compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,9262,,
"AUT","Austria","CH4","Methane","K65","Insurance, reinsurance and pension funding, except compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","N2O","Nitrous oxide","K65","Insurance, reinsurance and pension funding, except compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"BEL","Belgium","CO2","Carbon dioxide","K65","Insurance, reinsurance and pension funding, except compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,26990,,
"BEL","Belgium","CH4","Methane","K65","Insurance, reinsurance and pension funding, except compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"BEL","Belgium","N2O","Nitrous oxide","K65","Insurance, reinsurance and pension funding, except compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CZE","Czech Republic","CO2","Carbon dioxide","K65","Insurance, reinsurance and pension funding, except compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5615,,
"CZE","Czech Republic","CH4","Methane","K65","Insurance, reinsurance and pension funding, except compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CZE","Czech Republic","N2O","Nitrous oxide","K65","Insurance, reinsurance and pension funding, except compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CHE","Switzerland","CO2","Carbon dioxide","K65","Insurance, reinsurance and pension funding, except compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,79953,,
"CHE","Switzerland","CH4","Methane","K65","Insurance, reinsurance and pension funding, except compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,11,,
"CHE","Switzerland","N2O","Nitrous oxide","K65","Insurance, reinsurance and pension funding, except compulsory social security","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"AUT","Austria","CO2","Carbon dioxide","K66","Activities auxiliary to financial services and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3291,,
"AUT","Austria","CH4","Methane","K66","Activities auxiliary to financial services and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"AUT","Austria","N2O","Nitrous oxide","K66","Activities auxiliary to financial services and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"BEL","Belgium","CO2","Carbon dioxide","K66","Activities auxiliary to financial services and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,77917,,
"BEL","Belgium","CH4","Methane","K66","Activities auxiliary to financial services and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"BEL","Belgium","N2O","Nitrous oxide","K66","Activities auxiliary to financial services and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CZE","Czech Republic","CO2","Carbon dioxide","K66","Activities auxiliary to financial services and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7387,,
"CZE","Czech Republic","CH4","Methane","K66","Activities auxiliary to financial services and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CZE","Czech Republic","N2O","Nitrous oxide","K66","Activities auxiliary to financial services and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CHE","Switzerland","CO2","Carbon dioxide","K66","Activities auxiliary to financial services and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CHE","Switzerland","CH4","Methane","K66","Activities auxiliary to financial services and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CHE","Switzerland","N2O","Nitrous oxide","K66","Activities auxiliary to financial services and insurance activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"AUT","Austria","CO2","Carbon dioxide","L","Real estate activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,21090,,
"AUT","Austria","CH4","Methane","L","Real estate activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","N2O","Nitrous oxide","L","Real estate activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"BEL","Belgium","CO2","Carbon dioxide","L","Real estate activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,71328,,
"BEL","Belgium","CH4","Methane","L","Real estate activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"BEL","Belgium","N2O","Nitrous oxide","L","Real estate activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CZE","Czech Republic","CO2","Carbon dioxide","L","Real estate activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,188071,,
"CZE","Czech Republic","CH4","Methane","L","Real estate activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,21,,
"CZE","Czech Republic","N2O","Nitrous oxide","L","Real estate activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CHE","Switzerland","CO2","Carbon dioxide","L","Real estate activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,60206,,
"CHE","Switzerland","CH4","Methane","L","Real estate activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7,,
"CHE","Switzerland","N2O","Nitrous oxide","L","Real estate activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"BEL","Belgium","CO2","Carbon dioxide","L68A","Imputed rents of owner-occupied dwellings","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"BEL","Belgium","CH4","Methane","L68A","Imputed rents of owner-occupied dwellings","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"BEL","Belgium","N2O","Nitrous oxide","L68A","Imputed rents of owner-occupied dwellings","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CZE","Czech Republic","CO2","Carbon dioxide","L68A","Imputed rents of owner-occupied dwellings","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CZE","Czech Republic","CH4","Methane","L68A","Imputed rents of owner-occupied dwellings","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CZE","Czech Republic","N2O","Nitrous oxide","L68A","Imputed rents of owner-occupied dwellings","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"AUT","Austria","CO2","Carbon dioxide","M","Professional, scientific and technical activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,159180,,
"AUT","Austria","CH4","Methane","M","Professional, scientific and technical activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"AUT","Austria","N2O","Nitrous oxide","M","Professional, scientific and technical activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7,,
"BEL","Belgium","CO2","Carbon dioxide","M","Professional, scientific and technical activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,963976,,
"BEL","Belgium","CH4","Methane","M","Professional, scientific and technical activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,227,,
"BEL","Belgium","N2O","Nitrous oxide","M","Professional, scientific and technical activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,19,,
"CZE","Czech Republic","CO2","Carbon dioxide","M","Professional, scientific and technical activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,176068,,
"CZE","Czech Republic","CH4","Methane","M","Professional, scientific and technical activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,15,,
"CZE","Czech Republic","N2O","Nitrous oxide","M","Professional, scientific and technical activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6,,
"CHE","Switzerland","CO2","Carbon dioxide","M","Professional, scientific and technical activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,490930,,
"CHE","Switzerland","CH4","Methane","M","Professional, scientific and technical activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,59,,
"CHE","Switzerland","N2O","Nitrous oxide","M","Professional, scientific and technical activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,32,,
"AUT","Austria","CO2","Carbon dioxide","M69-M70","Legal and accounting activities; activities of head offices; management consultancy activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,46782,,
"AUT","Austria","CH4","Methane","M69-M70","Legal and accounting activities; activities of head offices; management consultancy activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"AUT","Austria","N2O","Nitrous oxide","M69-M70","Legal and accounting activities; activities of head offices; management consultancy activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"BEL","Belgium","CO2","Carbon dioxide","M69-M70","Legal and accounting activities; activities of head offices; management consultancy activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,601621,,
"BEL","Belgium","CH4","Methane","M69-M70","Legal and accounting activities; activities of head offices; management consultancy activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,36,,
"BEL","Belgium","N2O","Nitrous oxide","M69-M70","Legal and accounting activities; activities of head offices; management consultancy activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,12,,
"CZE","Czech Republic","CO2","Carbon dioxide","M69-M70","Legal and accounting activities; activities of head offices; management consultancy activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,77118,,
"CZE","Czech Republic","CH4","Methane","M69-M70","Legal and accounting activities; activities of head offices; management consultancy activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6,,
"CZE","Czech Republic","N2O","Nitrous oxide","M69-M70","Legal and accounting activities; activities of head offices; management consultancy activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"CHE","Switzerland","CO2","Carbon dioxide","M69-M70","Legal and accounting activities; activities of head offices; management consultancy activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,202014,,
"CHE","Switzerland","CH4","Methane","M69-M70","Legal and accounting activities; activities of head offices; management consultancy activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,24,,
"CHE","Switzerland","N2O","Nitrous oxide","M69-M70","Legal and accounting activities; activities of head offices; management consultancy activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"AUT","Austria","CO2","Carbon dioxide","M71","Architectural and engineering activities; technical testing and analysis","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,38433,,
"AUT","Austria","CH4","Methane","M71","Architectural and engineering activities; technical testing and analysis","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","N2O","Nitrous oxide","M71","Architectural and engineering activities; technical testing and analysis","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"BEL","Belgium","CO2","Carbon dioxide","M71","Architectural and engineering activities; technical testing and analysis","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,156749,,
"BEL","Belgium","CH4","Methane","M71","Architectural and engineering activities; technical testing and analysis","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,174,,
"BEL","Belgium","N2O","Nitrous oxide","M71","Architectural and engineering activities; technical testing and analysis","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"CZE","Czech Republic","CO2","Carbon dioxide","M71","Architectural and engineering activities; technical testing and analysis","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,49919,,
"CZE","Czech Republic","CH4","Methane","M71","Architectural and engineering activities; technical testing and analysis","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4,,
"CZE","Czech Republic","N2O","Nitrous oxide","M71","Architectural and engineering activities; technical testing and analysis","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CHE","Switzerland","CO2","Carbon dioxide","M71","Architectural and engineering activities; technical testing and analysis","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,164132,,
"CHE","Switzerland","CH4","Methane","M71","Architectural and engineering activities; technical testing and analysis","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,21,,
"CHE","Switzerland","N2O","Nitrous oxide","M71","Architectural and engineering activities; technical testing and analysis","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,4,,
"AUT","Austria","CO2","Carbon dioxide","M72","Scientific research and development","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5976,,
"AUT","Austria","CH4","Methane","M72","Scientific research and development","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","N2O","Nitrous oxide","M72","Scientific research and development","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"BEL","Belgium","CO2","Carbon dioxide","M72","Scientific research and development","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,109984,,
"BEL","Belgium","CH4","Methane","M72","Scientific research and development","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,12,,
"BEL","Belgium","N2O","Nitrous oxide","M72","Scientific research and development","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CZE","Czech Republic","CO2","Carbon dioxide","M72","Scientific research and development","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,20540,,
"CZE","Czech Republic","CH4","Methane","M72","Scientific research and development","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CZE","Czech Republic","N2O","Nitrous oxide","M72","Scientific research and development","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CHE","Switzerland","CO2","Carbon dioxide","M72","Scientific research and development","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,49640,,
"CHE","Switzerland","CH4","Methane","M72","Scientific research and development","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,5,,
"CHE","Switzerland","N2O","Nitrous oxide","M72","Scientific research and development","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,21,,
"AUT","Austria","CO2","Carbon dioxide","M73","Advertising and market research","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,11676,,
"AUT","Austria","CH4","Methane","M73","Advertising and market research","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"AUT","Austria","N2O","Nitrous oxide","M73","Advertising and market research","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"BEL","Belgium","CO2","Carbon dioxide","M73","Advertising and market research","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,46525,,
"BEL","Belgium","CH4","Methane","M73","Advertising and market research","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"BEL","Belgium","N2O","Nitrous oxide","M73","Advertising and market research","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CZE","Czech Republic","CO2","Carbon dioxide","M73","Advertising and market research","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,14495,,
"CZE","Czech Republic","CH4","Methane","M73","Advertising and market research","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CZE","Czech Republic","N2O","Nitrous oxide","M73","Advertising and market research","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CHE","Switzerland","CO2","Carbon dioxide","M73","Advertising and market research","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,33556,,
"CHE","Switzerland","CH4","Methane","M73","Advertising and market research","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"CHE","Switzerland","N2O","Nitrous oxide","M73","Advertising and market research","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","CO2","Carbon dioxide","M74-M75","Other professional, scientific and technical activities; veterinary activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,56313,,
"AUT","Austria","CH4","Methane","M74-M75","Other professional, scientific and technical activities; veterinary activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","N2O","Nitrous oxide","M74-M75","Other professional, scientific and technical activities; veterinary activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,3,,
"BEL","Belgium","CO2","Carbon dioxide","M74-M75","Other professional, scientific and technical activities; veterinary activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,49097,,
"BEL","Belgium","CH4","Methane","M74-M75","Other professional, scientific and technical activities; veterinary activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"BEL","Belgium","N2O","Nitrous oxide","M74-M75","Other professional, scientific and technical activities; veterinary activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"CZE","Czech Republic","CO2","Carbon dioxide","M74-M75","Other professional, scientific and technical activities; veterinary activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,13996,,
"CZE","Czech Republic","CH4","Methane","M74-M75","Other professional, scientific and technical activities; veterinary activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,2,,
"CZE","Czech Republic","N2O","Nitrous oxide","M74-M75","Other professional, scientific and technical activities; veterinary activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,0,,
"CHE","Switzerland","CO2","Carbon dioxide","M74-M75","Other professional, scientific and technical activities; veterinary activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,41588,,
"CHE","Switzerland","CH4","Methane","M74-M75","Other professional, scientific and technical activities; veterinary activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,6,,
"CHE","Switzerland","N2O","Nitrous oxide","M74-M75","Other professional, scientific and technical activities; veterinary activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1,,
"AUT","Austria","CO2","Carbon dioxide","N","Administrative and support service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,286201,,
"AUT","Austria","CH4","Methane","N","Administrative and support service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,7,,
"AUT","Austria","N2O","Nitrous oxide","N","Administrative and support service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,14,,
"BEL","Belgium","CO2","Carbon dioxide","N","Administrative and support service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,1707501,,
"BEL","Belgium","CH4","Methane","N","Administrative and support service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,31,,
"BEL","Belgium","N2O","Nitrous oxide","N","Administrative and support service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,60,,
"CZE","Czech Republic","CO2","Carbon dioxide","N","Administrative and support service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,365562,,
"CZE","Czech Republic","CH4","Methane","N","Administrative and support service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,29,,
"CZE","Czech Republic","N2O","Nitrous oxide","N","Administrative and support service activities","T","tonnes of pollutant","2015","2015","TONNE","Tonnes","0","Units",,,15,,
